Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Delhi,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25,10,Honda
Hyderabad,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5,15,Mercedes-Benz
Kochi,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36,10,Maruti
Delhi,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35,11,Maruti
Kolkata,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95,14,Hyundai
Kolkata,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.15,16,Hyundai
Kochi,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07,8,Hyundai
Kolkata,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99,13,Volkswagen
Delhi,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9,8,Maruti
Mumbai,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49,9,Renault
Jaipur,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1,16,Tata
Mumbai,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5,9,Hyundai
Mumbai,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1,11,Hyundai
Bangalore,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25,15,Ford
Chennai,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,9,Maruti
Hyderabad,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95,12,Renault
Bangalore,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49,10,Volkswagen
Delhi,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67,6,BMW
Ahmedabad,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25,10,Skoda
Ahmedabad,58000,Petrol,Manual,Second,0.0,999.0,,5.0,1.51,20,Hyundai
Jaipur,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9,9,Maruti
Kolkata,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99,11,Honda
Mumbai,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4,15,Mercedes-Benz
Coimbatore,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85,9,Mahindra
Kochi,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21,19,Honda
Mumbai,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4,15,Maruti
Pune,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0,16,Toyota
Pune,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75,13,Volkswagen
Pune,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95,10,Hyundai
Hyderabad,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8,14,Skoda
Hyderabad,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9,13,Maruti
Kolkata,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95,7,Toyota
Hyderabad,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,12,Toyota
Hyderabad,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0,8,Tata
Mumbai,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68,10,Skoda
Kochi,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46,8,Renault
Pune,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0,13,Hyundai
Chennai,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5,13,Skoda
Kochi,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87,12,Toyota
Delhi,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5,10,Mahindra
Coimbatore,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88,11,Chevrolet
Coimbatore,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08,12,BMW
Delhi,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,13,Nissan
Mumbai,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5,15,Honda
Bangalore,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45,15,Hyundai
Jaipur,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,10,Maruti
Chennai,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0,18,Ford
Mumbai,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35,10,Hyundai
Pune,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0,13,Maruti
Chennai,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9,9,Ford
Mumbai,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25,14,Hyundai
Delhi,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25,9,Honda
Kolkata,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85,14,Nissan
Pune,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2,15,Ford
Kolkata,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75,12,Nissan
Kolkata,41300,Diesel,Manual,First,17.8,1248.0,,5.0,3.38,12,Maruti
Ahmedabad,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75,16,Honda
Mumbai,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7,15,Skoda
Hyderabad,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,8,Maruti
Ahmedabad,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25,13,Hyundai
Chennai,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,8,Hyundai
Kochi,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34,9,Maruti
Jaipur,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,11,Maruti
Delhi,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75,9,Maruti
Coimbatore,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61,6,Hyundai
Mumbai,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46,16,Maruti
Mumbai,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8,14,Maruti
Kochi,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0,7,Maruti
Mumbai,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47,11,Honda
Mumbai,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45,16,Maruti
Mumbai,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38,15,Tata
Chennai,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5,9,Mahindra
Bangalore,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1,16,Hyundai
Mumbai,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49,9,Maruti
Kochi,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51,8,Maruti
Mumbai,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39,13,Ford
Delhi,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25,11,Maruti
Mumbai,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65,11,Volkswagen
Ahmedabad,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85,15,Mahindra
Kochi,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02,6,Porsche
Hyderabad,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8,12,Maruti
Hyderabad,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9,8,Volkswagen
Chennai,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35,12,Hyundai
Bangalore,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85,15,Hyundai
Jaipur,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45,27,Maruti
Coimbatore,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64,12,Hyundai
Coimbatore,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27,9,Honda
Jaipur,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0,9,Tata
Mumbai,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,10,Honda
Kochi,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38,15,Hyundai
Coimbatore,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8,7,Volkswagen
Kolkata,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99,15,Honda
Coimbatore,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84,8,Hyundai
Coimbatore,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24,12,Mahindra
Delhi,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65,10,Maruti
Delhi,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75,12,Renault
Coimbatore,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69,11,Maruti
Mumbai,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,13,Volkswagen
Jaipur,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55,13,Maruti
Coimbatore,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84,6,Hyundai
Hyderabad,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6,11,Tata
Mumbai,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75,10,Volkswagen
Chennai,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45,10,Maruti
Delhi,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25,13,Audi
Hyderabad,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5,12,Ford
Jaipur,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,9,Hyundai
Mumbai,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5,11,Chevrolet
Kolkata,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0,10,Maruti
Kochi,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65,8,Tata
Coimbatore,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11,11,Chevrolet
Hyderabad,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9,12,Maruti
Jaipur,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6,8,Hyundai
Kolkata,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.9,14,Hyundai
Delhi,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,12,Skoda
Pune,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.0,19,Maruti
Mumbai,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.5,14,Volkswagen
Hyderabad,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5.0,14,Honda
Ahmedabad,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,3.72,10,Maruti
Chennai,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45,11,Maruti
Kolkata,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5,12,Maruti
Coimbatore,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36,7,Hyundai
Bangalore,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,9,Hyundai
Mumbai,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0,12,Nissan
Coimbatore,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08,8,Hyundai
Chennai,67000,Petrol,Manual,Third,0.0,999.0,,5.0,1.2,23,Hyundai
Pune,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0,7,Toyota
Pune,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5,10,Mercedes-Benz
Pune,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1,12,Hyundai
Bangalore,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5,13,Hyundai
Bangalore,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65,10,Renault
Delhi,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5,11,Toyota
Delhi,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0,7,Mahindra
Ahmedabad,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4,21,Maruti
Kochi,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51,8,Honda
Delhi,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3,11,Maruti
Mumbai,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,10,Honda
Kochi,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91,10,Maruti
Coimbatore,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75,9,Renault
Jaipur,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0,15,Maruti
Hyderabad,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,14,Maruti
Chennai,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75,12,Mahindra
Kochi,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51,10,Honda
Coimbatore,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7,11,Tata
Delhi,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15,10,Maruti
Kolkata,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4,13,Hyundai
Kolkata,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,10,Honda
Mumbai,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,8,Honda
Jaipur,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7,8,Honda
Mumbai,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5,8,Honda
Jaipur,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0,17,Mercedes-Benz
Chennai,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8,23,Ford
Delhi,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25,12,Toyota
Hyderabad,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,17,Maruti
Kolkata,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85,9,Tata
Coimbatore,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42,13,Honda
Chennai,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5,13,Nissan
Hyderabad,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75,14,Hyundai
Pune,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5,22,Maruti
Coimbatore,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52,10,Mahindra
Delhi,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5,11,Maruti
Bangalore,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75,12,Hyundai
Coimbatore,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54,6,Hyundai
Hyderabad,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25,12,Toyota
Delhi,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0,14,Mercedes-Benz
Chennai,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99,15,Honda
Pune,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65,10,Honda
Ahmedabad,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65,12,Maruti
Kolkata,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15,12,Maruti
Delhi,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25,12,Toyota
Chennai,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,13,Maruti
Kolkata,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5,8,Jeep
Mumbai,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31,9,Maruti
Kochi,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2,9,Honda
Chennai,79000,Diesel,Manual,First,23.59,1364.0,,5.0,4.67,14,Toyota
Kochi,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32,14,Volkswagen
Delhi,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75,14,Honda
Bangalore,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7,12,Toyota
Chennai,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5,9,Hyundai
Coimbatore,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94,9,Maruti
Kolkata,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34,7,Ford
Delhi,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9,9,Maruti
Mumbai,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9,9,Honda
Pune,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75,12,Hyundai
Ahmedabad,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1,11,Honda
Mumbai,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5,11,Skoda
Kolkata,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.5,12,Audi
Jaipur,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,11,Maruti
Kolkata,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2,13,Tata
Hyderabad,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5,12,Renault
Delhi,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45,10,Honda
Kochi,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38,10,Maruti
Kochi,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,9,Maruti
Bangalore,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88,17,Hyundai
Mumbai,81000,Diesel,Automatic,Second,18.48,,,,10.5,17,BMW
Coimbatore,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29,7,Maruti
Hyderabad,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0,13,Ford
Chennai,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7,14,Mahindra
Jaipur,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,16,Maruti
Kochi,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77,11,Mahindra
Coimbatore,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32,13,Hyundai
Kochi,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94,10,Maruti
Delhi,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0,12,Mercedes-Benz
Hyderabad,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,9,Renault
Kochi,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17,12,Maruti
Hyderabad,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25,20,Maruti
Mumbai,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45,9,Hyundai
Jaipur,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59,13,Tata
Pune,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01,10,Mahindra
Delhi,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45,15,Maruti
Hyderabad,83000,Diesel,Manual,Second,17.8,1399.0,,5.0,2.4,17,Ford
Hyderabad,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99,15,Mercedes-Benz
Delhi,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9,10,Honda
Pune,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8,14,Chevrolet
Delhi,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8,12,Maruti
Mumbai,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9,10,Honda
Jaipur,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25,15,Nissan
Coimbatore,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89,8,Maruti
Mumbai,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0,13,Toyota
Kolkata,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65,7,Ford
Jaipur,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,11,Maruti
Hyderabad,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95,9,Maruti
Chennai,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3,12,Honda
Hyderabad,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5,15,Hyundai
Jaipur,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3,18,Honda
Coimbatore,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69,8,Hyundai
Delhi,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1,12,Toyota
Mumbai,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75,11,Hyundai
Pune,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,8,Hyundai
Chennai,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75,8,Honda
Chennai,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25,11,Volkswagen
Mumbai,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75,10,Mahindra
Kochi,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87,8,Mahindra
Bangalore,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,15,Honda
Hyderabad,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5,13,Mahindra
Delhi,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8,11,Toyota
Hyderabad,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,9,Maruti
Pune,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5,12,Hyundai
Kolkata,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21,14,Hyundai
Jaipur,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6,13,Maruti
Delhi,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25,9,Honda
Mumbai,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25,18,Honda
Ahmedabad,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75,15,Skoda
Ahmedabad,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25,10,Maruti
Delhi,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1,12,Ford
Mumbai,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75,16,Mercedes-Benz
Hyderabad,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,9,Hyundai
Bangalore,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95,12,Volkswagen
Kochi,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4,13,Chevrolet
Mumbai,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49,12,Mahindra
Hyderabad,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0,14,Hyundai
Delhi,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85,12,Toyota
Mumbai,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95,15,Toyota
Jaipur,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0,12,Hyundai
Kochi,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7,7,Ford
Coimbatore,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14,9,Maruti
Bangalore,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4,13,Hyundai
Pune,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25,8,Maruti
Kolkata,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0,9,Maruti
Kochi,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45,8,Hyundai
Kolkata,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4,14,Hyundai
Pune,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33,13,Volkswagen
Coimbatore,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93,8,Maruti
Ahmedabad,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,11,Hyundai
Pune,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5,15,Mercedes-Benz
Chennai,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9,10,Hyundai
Mumbai,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,11,Hyundai
Jaipur,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,9,Renault
Chennai,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8,10,Hyundai
Pune,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33,14,Volkswagen
Kochi,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62,10,Chevrolet
Mumbai,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75,10,Nissan
Hyderabad,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2,13,Hyundai
Chennai,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5,10,Maruti
Pune,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,15,Maruti
Chennai,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0,13,Hyundai
Mumbai,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5,14,Audi
Mumbai,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.5,12,BMW
Mumbai,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11,10,Skoda
Ahmedabad,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,11,Hyundai
Hyderabad,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6.2,18,Mitsubishi
Mumbai,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15,11,Honda
Pune,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4,13,Maruti
Pune,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2.15,16,Maruti
Kolkata,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,9,Hyundai
Mumbai,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.15,14,Ford
Bangalore,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,10,Hyundai
Mumbai,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45,15,Maruti
Mumbai,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,8,Honda
